,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
841,Dominant-Upper-Arm,sitting:-legs-straight,771.91876,4.276111419,771.8827631,11438.76208,20197.17275,5839802.881,4.318429662,233357.9043,4.514721919,225613.8319,1.374045802,156043.6951,7.39E-07
842,Dominant-Upper-Arm,sitting:-legs-straight,775.3473616,6.426562776,776.0554104,8858.619701,15679.87637,5129271.131,0.488245931,820405.6281,0.650994575,467278.7456,0.650994575,323187.6945,9.52E-08
843,Dominant-Upper-Arm,sitting:-legs-straight,772.0090741,6.633954584,774.1995867,8985.937347,15701.39863,1311836.271,0.648648649,277815.9407,0.324324324,63080.55309,0.648648649,185318.5527,4.94E-07
844,Dominant-Upper-Arm,sitting:-legs-straight,768.6128794,5.42512434,768.6540184,11558.16538,20117.81845,9949534.933,4.896626768,672563.8906,5.48422198,541239.9492,0.685527748,68969.60583,4.92E-07
845,Dominant-Upper-Arm,sitting:-legs-straight,768.1230771,5.303895665,767.8212682,11550.90408,20088.69349,10700073.86,6.764705882,834700.223,6.274509804,674153.061,2.058823529,69866.9305,6.32E-07
846,Dominant-Upper-Arm,sitting:-legs-straight,766.6441437,7.071903863,766.3687102,11521.03389,20071.87009,16341144.11,6.14967462,1213356.174,4.978308026,992629.227,2.245119306,127169.2312,3.76E-07
847,Dominant-Upper-Arm,sitting:-legs-straight,764.1153307,6.842482479,763.4474442,11417.44801,19880.7978,17863088.06,5.934065934,974881.5707,6.923076923,958883.8973,0.989010989,53602.0726,3.32E-07
848,Dominant-Upper-Arm,sitting:-legs-straight,768.4474233,5.169848703,768.2668807,11559.87924,20172.31833,10293352.47,5.837837838,1112675.274,6.421621622,885387.639,0.681081081,170454.7612,5.67E-07
849,Dominant-Upper-Arm,sitting:-legs-straight,764.6773664,5.975353458,764.7901673,11460.93456,20008.85154,11668050.45,6.169749728,746713.2348,5.386289445,687201.4585,0.685527748,110648.729,5.29E-07
850,Dominant-Upper-Arm,sitting:-legs-straight,767.081615,6.334596013,767.0567124,11515.6167,20053.33411,15265384.3,5.882352941,2801736.415,6.862745098,1036869.131,0.68627451,41919.95065,3.85E-07
851,Dominant-Upper-Arm,sitting:-legs-straight,764.2428575,6.053615434,763.9201529,11477.2319,20005.31942,11569798.6,6.54723127,1059156.328,6.351791531,763270.0893,0.977198697,114469.042,5.66E-07
852,Dominant-Upper-Arm,sitting:-legs-straight,767.6023046,6.717400226,767.4428317,11513.30152,20058.52415,17424811.94,6.078431373,1947210.004,6.470588235,902079.0984,2.058823529,128729.7972,3.49E-07
853,Dominant-Upper-Arm,sitting:-legs-straight,763.5965957,7.607959129,762.4755734,11451.75406,19954.62808,20924866.56,5.48422198,2261138.903,4.896626768,1348039.558,0.783460283,113594.9407,2.62E-07
854,Dominant-Upper-Arm,sitting:-legs-straight,768.4057524,6.736678123,767.7128369,11535.96316,20079.90017,17517283.24,6.078431373,1479450.826,6.568627451,1172561.069,0.882352941,79367.31999,3.47E-07
855,Dominant-Upper-Arm,sitting:-legs-straight,763.3429229,7.102611949,763.55157,11449.44697,19962.52113,16959139.52,5.386289445,1759827.678,5.190424374,1681747.793,0.783460283,226104.5939,3.18E-07
